record_id,machine_id,original_product_id,timestamp,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,machine_failure,failure_type
REC-05693,CONV-01,M20552,2026-08-26 04:00:00,302.4,311.9,1313,55.7,102,0,No Failure
REC-05694,CONV-02,M20553,2026-08-26 05:00:00,302.4,311.8,1453,42.1,105,0,No Failure
REC-05695,PRESS-01,L52874,2026-08-26 06:00:00,302.4,311.8,1508,45.7,108,0,No Failure
REC-05696,PRESS-01,L52875,2026-08-26 07:00:00,302.4,311.8,1451,42.0,110,0,No Failure
REC-05697,CNC-02,H35110,2026-08-26 08:00:00,302.5,311.9,1595,34.6,112,0,No Failure
REC-05698,PRESS-01,L52877,2026-08-26 09:00:00,302.5,311.9,1354,49.4,117,0,No Failure
REC-05699,PRESS-01,L52878,2026-08-26 10:00:00,302.5,311.9,1265,59.8,119,0,No Failure
REC-05700,PRESS-01,L52879,2026-08-26 11:00:00,302.4,311.9,1867,25.9,121,0,No Failure
REC-05701,PRESS-01,L52880,2026-08-26 12:00:00,302.5,311.9,1497,41.6,123,0,No Failure
REC-05702,CONV-01,M20561,2026-08-26 13:00:00,302.5,311.9,1347,54.3,125,0,No Failure
REC-05703,PRESS-01,L52882,2026-08-26 14:00:00,302.3,311.7,1544,43.2,128,0,No Failure
REC-05704,CNC-03,H35117,2026-08-26 15:00:00,302.3,311.7,1456,45.4,130,0,No Failure
REC-05705,PRESS-01,L52884,2026-08-26 16:00:00,302.5,311.8,1335,52.7,135,0,No Failure
REC-05706,PRESS-01,L52885,2026-08-26 17:00:00,302.4,311.9,1452,43.1,137,0,No Failure
REC-05707,PRESS-01,L52886,2026-08-26 18:00:00,302.4,311.9,1290,70.0,139,1,Power Failure
REC-05708,PRESS-01,L52887,2026-08-26 19:00:00,302.4,311.8,1448,43.4,141,0,No Failure
REC-05709,PRESS-01,L52888,2026-08-26 20:00:00,302.3,311.7,1611,38.6,143,0,No Failure
REC-05710,PRESS-01,L52889,2026-08-26 21:00:00,302.2,311.7,1556,38.6,145,0,No Failure
REC-05711,CNC-01,H35124,2026-08-26 22:00:00,302.2,311.7,1413,46.5,147,0,No Failure
REC-05712,PRESS-01,L52891,2026-08-26 23:00:00,302.2,311.6,1545,35.9,152,0,No Failure
REC-05713,PRESS-01,L52892,2026-08-27 00:00:00,302.2,311.7,1330,54.6,154,0,No Failure
REC-05714,PRESS-01,L52893,2026-08-27 01:00:00,302.2,311.9,1596,38.0,156,0,No Failure
REC-05715,PRESS-01,L52894,2026-08-27 02:00:00,302.2,311.8,1618,36.0,158,0,No Failure
REC-05716,CNC-02,H35129,2026-08-27 03:00:00,302.2,311.9,1597,35.8,160,0,No Failure
REC-05717,PRESS-01,L52896,2026-08-27 04:00:00,302.3,312.0,1354,52.2,165,0,No Failure
REC-05718,PRESS-01,L52897,2026-08-27 05:00:00,302.3,312.0,1746,28.1,167,0,No Failure
REC-05719,PRESS-01,L52898,2026-08-27 06:00:00,302.4,312.0,1621,32.5,169,0,No Failure
REC-05720,PRESS-01,L52899,2026-08-27 07:00:00,302.3,312.0,1398,43.3,171,0,No Failure
REC-05721,PRESS-01,L52900,2026-08-27 08:00:00,302.3,311.9,1434,51.9,173,0,No Failure
REC-05722,CONV-02,M20581,2026-08-27 09:00:00,302.3,311.8,1443,43.4,175,0,No Failure
REC-05723,PRESS-01,L52902,2026-08-27 10:00:00,302.2,311.7,1488,44.6,178,0,No Failure
REC-05724,CONV-01,M20583,2026-08-27 11:00:00,302.3,311.8,1475,48.0,180,0,No Failure
REC-05725,PRESS-01,L52904,2026-08-27 12:00:00,302.3,311.8,1433,50.3,183,0,No Failure
REC-05726,CONV-02,M20585,2026-08-27 13:00:00,302.3,311.8,1557,34.1,185,0,No Failure
REC-05727,CONV-01,M20586,2026-08-27 14:00:00,302.4,311.9,1398,50.1,188,0,No Failure
REC-05728,CONV-02,M20587,2026-08-27 15:00:00,302.3,311.8,1559,34.4,191,0,No Failure
REC-05729,CONV-01,M20588,2026-08-27 16:00:00,302.4,311.9,1422,46.4,194,0,No Failure
REC-05730,CONV-02,M20589,2026-08-27 17:00:00,302.3,311.8,1463,35.7,197,0,No Failure
REC-05731,PRESS-01,L52910,2026-08-27 18:00:00,302.3,311.7,1793,25.3,200,0,No Failure
REC-05732,PRESS-01,L52911,2026-08-27 19:00:00,302.2,311.6,1872,20.4,202,0,No Failure
REC-05733,PRESS-01,L52912,2026-08-27 20:00:00,302.2,311.7,1412,44.5,204,0,No Failure
REC-05734,PRESS-01,L52913,2026-08-27 21:00:00,302.3,311.8,1487,43.2,206,0,No Failure
REC-05735,PRESS-01,L52914,2026-08-27 22:00:00,302.3,311.8,1369,56.2,208,1,Overstrain Failure
REC-05736,PRESS-01,L52915,2026-08-27 23:00:00,302.4,311.8,1673,30.1,210,0,No Failure
REC-05737,CONV-01,M20596,2026-08-28 00:00:00,302.4,311.9,1439,36.6,212,0,No Failure
REC-05738,PRESS-01,L52917,2026-08-28 01:00:00,302.3,311.8,1574,42.8,215,0,No Failure
REC-05739,PRESS-01,L52918,2026-08-28 02:00:00,302.3,311.7,1281,48.8,0,0,No Failure
REC-05740,CONV-02,M20599,2026-08-28 03:00:00,302.2,311.7,1653,31.4,2,0,No Failure
REC-05741,CONV-01,M20600,2026-08-28 04:00:00,302.3,311.7,1535,38.3,5,0,No Failure
REC-05742,CONV-02,M20601,2026-08-28 05:00:00,302.3,311.7,1483,40.5,8,0,No Failure
REC-05743,PRESS-01,L52922,2026-08-28 06:00:00,302.3,311.7,1414,47.0,11,0,No Failure
REC-05744,CONV-01,M20603,2026-08-28 07:00:00,302.2,311.6,1379,42.9,13,0,No Failure
REC-05745,CNC-03,H35158,2026-08-28 08:00:00,302.2,311.5,1482,42.6,16,0,No Failure
REC-05746,PRESS-01,L52925,2026-08-28 09:00:00,302.1,311.5,1987,20.1,21,0,No Failure
REC-05747,CONV-02,M20606,2026-08-28 10:00:00,302.1,311.5,1635,31.6,23,0,No Failure
REC-05748,PRESS-01,L52927,2026-08-28 11:00:00,302.1,311.5,1533,39.4,26,0,No Failure
REC-05749,CONV-01,M20608,2026-08-28 12:00:00,302.2,311.7,1576,34.0,28,0,No Failure
REC-05750,CNC-01,H35163,2026-08-28 13:00:00,302.2,311.8,1330,62.4,31,0,No Failure
REC-05751,PRESS-01,L52930,2026-08-28 14:00:00,302.2,311.8,1981,21.8,36,0,No Failure
REC-05752,CNC-02,H35165,2026-08-28 15:00:00,302.3,311.8,1475,42.8,38,0,No Failure
REC-05753,CNC-03,H35166,2026-08-28 16:00:00,302.3,311.8,1804,25.0,43,0,No Failure
REC-05754,PRESS-01,L52933,2026-08-28 17:00:00,302.2,311.6,1416,54.1,48,0,No Failure
REC-05755,PRESS-01,L52934,2026-08-28 18:00:00,302.1,311.5,1727,27.7,50,0,No Failure
REC-05756,PRESS-01,L52935,2026-08-28 19:00:00,302.1,311.4,1391,49.2,52,0,No Failure
REC-05757,CONV-02,M20616,2026-08-28 20:00:00,302.0,311.5,1366,52.3,54,0,No Failure
REC-05758,PRESS-01,L52937,2026-08-28 21:00:00,301.9,311.3,1366,55.6,57,0,No Failure
REC-05759,PRESS-01,L52938,2026-08-28 22:00:00,301.9,311.3,1501,40.8,59,0,No Failure
REC-05760,PRESS-01,L52939,2026-08-28 23:00:00,301.8,311.3,1551,35.8,61,0,No Failure
REC-05761,CONV-01,M20620,2026-08-29 00:00:00,301.9,311.3,1522,35.6,63,0,No Failure
REC-05762,PRESS-01,L52941,2026-08-29 01:00:00,301.9,311.2,1369,49.8,66,0,No Failure
REC-05763,PRESS-01,L52942,2026-08-29 02:00:00,301.8,311.2,1334,52.3,68,0,No Failure
REC-05764,CNC-01,H35177,2026-08-29 03:00:00,301.8,311.2,1451,39.4,70,0,No Failure
REC-05765,PRESS-01,L52944,2026-08-29 04:00:00,301.7,311.2,1589,37.9,75,0,No Failure
REC-05766,PRESS-01,L52945,2026-08-29 05:00:00,301.7,311.3,1708,30.5,77,0,No Failure
REC-05767,CONV-02,M20626,2026-08-29 06:00:00,301.7,311.2,1413,42.6,79,0,No Failure
REC-05768,CONV-01,M20627,2026-08-29 07:00:00,301.6,311.2,1415,46.5,82,0,No Failure
REC-05769,PRESS-01,L52948,2026-08-29 08:00:00,301.7,311.3,1421,45.9,85,0,No Failure
REC-05770,PRESS-01,L52949,2026-08-29 09:00:00,301.7,311.3,1348,51.0,87,0,No Failure
REC-05771,PRESS-01,L52950,2026-08-29 10:00:00,301.6,311.2,1408,42.9,89,0,No Failure
REC-05772,PRESS-01,L52951,2026-08-29 11:00:00,301.6,311.2,1525,43.7,91,0,No Failure
REC-05773,PRESS-01,L52952,2026-08-29 12:00:00,301.6,311.3,1706,29.9,93,0,No Failure
REC-05774,CNC-02,H35187,2026-08-29 13:00:00,301.6,311.2,1395,46.8,95,0,No Failure
REC-05775,PRESS-01,L52954,2026-08-29 14:00:00,301.5,311.1,1602,34.3,100,0,No Failure
REC-05776,PRESS-01,L52955,2026-08-29 15:00:00,301.6,311.1,1907,21.5,102,0,No Failure
REC-05777,PRESS-01,L52956,2026-08-29 16:00:00,301.6,311.1,1325,49.2,104,0,No Failure
REC-05778,PRESS-01,L52957,2026-08-29 17:00:00,301.6,311.1,1408,44.4,106,0,No Failure
REC-05779,CONV-02,M20638,2026-08-29 18:00:00,301.7,311.1,1489,41.4,108,0,No Failure
REC-05780,PRESS-01,L52959,2026-08-29 19:00:00,301.6,311.1,1680,29.2,111,0,No Failure
REC-05781,PRESS-01,L52960,2026-08-29 20:00:00,301.7,311.2,1517,42.4,113,0,No Failure
REC-05782,CONV-01,M20641,2026-08-29 21:00:00,301.7,311.1,1618,36.7,115,0,No Failure
REC-05783,PRESS-01,L52962,2026-08-29 22:00:00,301.7,311.1,1455,39.8,118,0,No Failure
REC-05784,CNC-03,H35197,2026-08-29 23:00:00,301.8,311.1,1543,36.4,120,0,No Failure
REC-05785,CONV-02,M20644,2026-08-30 00:00:00,301.8,311.1,1399,41.8,125,0,No Failure
REC-05786,PRESS-01,L52965,2026-08-30 01:00:00,301.7,311.1,1469,37.2,128,0,No Failure
REC-05787,PRESS-01,L52966,2026-08-30 02:00:00,301.7,311.2,1521,36.7,130,0,No Failure
REC-05788,PRESS-01,L52967,2026-08-30 03:00:00,301.7,311.3,1584,38.8,132,0,No Failure
REC-05789,PRESS-01,L52968,2026-08-30 04:00:00,301.8,311.5,1443,43.3,134,0,No Failure
REC-05790,CONV-01,M20649,2026-08-30 05:00:00,301.8,311.5,1416,49.0,136,0,No Failure
REC-05791,CONV-02,M20650,2026-08-30 06:00:00,301.7,311.2,1563,34.5,139,0,No Failure
REC-05792,CONV-01,M20651,2026-08-30 07:00:00,301.8,311.3,1542,40.1,142,0,No Failure
REC-05793,CONV-02,M20652,2026-08-30 08:00:00,301.8,311.3,1624,31.6,145,0,No Failure
REC-05794,PRESS-01,L52973,2026-08-30 09:00:00,301.8,311.3,1471,44.2,148,0,No Failure
REC-05795,CONV-01,M20654,2026-08-30 10:00:00,301.9,311.5,1492,40.8,150,0,No Failure
REC-05796,CONV-02,M20655,2026-08-30 11:00:00,301.9,311.4,1465,39.9,153,0,No Failure
REC-05797,PRESS-01,L52976,2026-08-30 12:00:00,301.7,311.1,1399,55.1,156,0,No Failure
REC-05798,PRESS-01,L52977,2026-08-30 13:00:00,301.6,311.0,1431,42.6,158,0,No Failure
REC-05799,PRESS-01,L52978,2026-08-30 14:00:00,301.5,310.9,1600,39.0,160,0,No Failure
REC-05800,PRESS-01,L52979,2026-08-30 15:00:00,301.5,310.8,1593,34.5,162,0,No Failure
REC-05801,PRESS-01,L52980,2026-08-30 16:00:00,301.5,310.9,1469,44.7,164,0,No Failure
REC-05802,PRESS-01,L52981,2026-08-30 17:00:00,301.5,310.8,1413,44.6,166,0,No Failure
REC-05803,PRESS-01,L52982,2026-08-30 18:00:00,301.4,310.8,1490,38.0,168,0,No Failure
REC-05804,PRESS-01,L52983,2026-08-30 19:00:00,301.5,310.9,1671,31.1,170,0,No Failure
REC-05805,PRESS-01,L52984,2026-08-30 20:00:00,301.5,310.9,1365,46.5,172,0,No Failure
REC-05806,CONV-01,M20665,2026-08-30 21:00:00,301.4,310.9,1557,39.3,174,0,No Failure
REC-05807,PRESS-01,L52986,2026-08-30 22:00:00,301.4,310.9,1440,45.4,177,0,No Failure
REC-05808,CONV-02,M20667,2026-08-30 23:00:00,301.4,310.9,1489,38.9,179,0,No Failure
REC-05809,PRESS-01,L52988,2026-08-31 00:00:00,301.4,311.0,1733,25.7,182,0,No Failure
REC-05810,CNC-01,H35223,2026-08-31 01:00:00,301.3,311.0,1580,36.6,184,0,No Failure
REC-05811,PRESS-01,L52990,2026-08-31 02:00:00,301.3,311.0,1856,21.9,189,0,No Failure
REC-05812,PRESS-01,L52991,2026-08-31 03:00:00,301.3,311.1,1454,40.3,191,0,No Failure
REC-05813,PRESS-01,L52992,2026-08-31 04:00:00,301.4,311.1,1495,36.3,193,0,No Failure
REC-05814,PRESS-01,L52993,2026-08-31 05:00:00,301.2,311.0,1761,29.1,195,0,No Failure
REC-05815,CONV-01,M20674,2026-08-31 06:00:00,301.3,311.0,1402,47.5,197,0,No Failure
REC-05816,PRESS-01,L52995,2026-08-31 07:00:00,301.2,311.0,1670,33.0,200,0,No Failure
REC-05817,PRESS-01,L52996,2026-08-31 08:00:00,301.3,311.0,1582,35.6,202,0,No Failure
REC-05818,PRESS-01,L52997,2026-08-31 09:00:00,301.3,311.0,1542,35.1,204,0,No Failure
REC-05819,PRESS-01,L52998,2026-08-31 10:00:00,301.3,311.0,1539,36.9,206,0,No Failure
REC-05820,PRESS-01,L52999,2026-08-31 11:00:00,301.3,311.0,1418,41.9,208,0,No Failure
REC-05821,PRESS-01,L53000,2026-08-31 12:00:00,301.3,311.1,1723,27.6,210,0,No Failure
REC-05822,PRESS-01,L53001,2026-08-31 13:00:00,301.3,311.1,1303,49.2,212,0,No Failure
REC-05823,CONV-02,M20682,2026-08-31 14:00:00,301.3,311.0,1463,50.2,214,0,No Failure
REC-05824,PRESS-01,L53003,2026-08-31 15:00:00,301.2,311.0,1544,39.3,217,0,No Failure
REC-05825,PRESS-01,L53004,2026-08-31 16:00:00,301.2,311.0,1596,37.2,219,0,No Failure
REC-05826,PRESS-01,L53005,2026-08-31 17:00:00,301.3,311.1,1413,42.0,221,0,No Failure
REC-05827,CONV-01,M20686,2026-08-31 18:00:00,301.3,311.1,1492,41.2,223,0,No Failure
REC-05828,PRESS-01,L53007,2026-08-31 19:00:00,301.3,311.1,1624,40.9,0,0,No Failure
REC-05829,PRESS-01,L53008,2026-08-31 20:00:00,301.3,311.1,1504,39.1,2,0,No Failure
REC-05830,CONV-02,M20689,2026-08-31 21:00:00,301.2,311.1,1574,34.3,4,0,No Failure
REC-05831,CONV-01,M20690,2026-08-31 22:00:00,301.3,311.2,1438,42.4,7,0,No Failure
REC-05832,PRESS-01,L53011,2026-08-31 23:00:00,301.3,311.3,1474,50.7,10,0,No Failure
REC-05833,PRESS-01,L53012,2026-09-01 00:00:00,301.3,311.2,1675,32.1,12,0,No Failure
REC-05834,PRESS-01,L53013,2026-09-01 01:00:00,301.3,311.2,1457,44.5,14,0,No Failure
REC-05835,PRESS-01,L53014,2026-09-01 02:00:00,301.3,311.3,1434,49.8,16,0,No Failure
REC-05836,PRESS-01,L53015,2026-09-01 03:00:00,301.3,311.2,1668,30.1,18,0,No Failure
REC-05837,PRESS-01,L53016,2026-09-01 04:00:00,301.2,311.1,1550,39.7,20,0,No Failure
REC-05838,CONV-02,M20697,2026-09-01 05:00:00,301.3,311.1,1834,25.4,22,0,No Failure
REC-05839,CONV-01,M20698,2026-09-01 06:00:00,301.4,311.2,1476,36.5,25,0,No Failure
REC-05840,CONV-02,M20699,2026-09-01 07:00:00,301.4,311.2,1541,36.3,28,0,No Failure
REC-05841,CONV-01,M20700,2026-09-01 08:00:00,301.3,311.1,1581,30.9,31,0,No Failure
REC-05842,CONV-02,M20701,2026-09-01 09:00:00,301.3,311.1,1678,30.7,34,0,No Failure
REC-05843,PRESS-01,L53022,2026-09-01 10:00:00,301.4,311.2,1355,50.6,37,0,No Failure
REC-05844,PRESS-01,L53023,2026-09-01 11:00:00,301.5,311.2,1700,28.8,39,0,No Failure
REC-05845,PRESS-01,L53024,2026-09-01 12:00:00,301.4,311.1,1462,37.1,41,0,No Failure
REC-05846,CONV-01,M20705,2026-09-01 13:00:00,301.4,311.2,1727,26.5,43,0,No Failure
REC-05847,PRESS-01,L53026,2026-09-01 14:00:00,301.4,311.3,1674,33.3,46,0,No Failure
REC-05848,PRESS-01,L53027,2026-09-01 15:00:00,301.4,311.3,1397,42.3,48,0,No Failure
REC-05849,PRESS-01,L53028,2026-09-01 16:00:00,301.4,311.3,2323,15.9,50,0,No Failure
REC-05850,CONV-02,M20709,2026-09-01 17:00:00,301.4,311.2,1434,47.6,52,0,No Failure
REC-05851,PRESS-01,L53030,2026-09-01 18:00:00,301.3,311.1,1560,35.3,55,0,No Failure
REC-05852,PRESS-01,L53031,2026-09-01 19:00:00,301.2,311.0,1573,32.8,57,0,No Failure
REC-05853,CNC-02,H35266,2026-09-01 20:00:00,301.2,310.9,1798,22.3,59,0,No Failure
REC-05854,PRESS-01,L53033,2026-09-01 21:00:00,301.2,311.0,1567,35.1,64,0,No Failure
REC-05855,PRESS-01,L53034,2026-09-01 22:00:00,301.2,310.9,1416,53.3,66,0,No Failure
REC-05856,CONV-01,M20715,2026-09-01 23:00:00,301.2,310.9,1424,45.2,68,0,No Failure
REC-05857,CNC-03,H35270,2026-09-02 00:00:00,301.2,310.9,1598,35.9,71,0,No Failure
REC-05858,PRESS-01,L53037,2026-09-02 01:00:00,301.3,310.9,1760,23.9,76,0,No Failure
REC-05859,PRESS-01,L53038,2026-09-02 02:00:00,301.3,311.0,1348,44.5,78,0,No Failure
REC-05860,PRESS-01,L53039,2026-09-02 03:00:00,301.3,311.0,1542,33.6,80,0,No Failure
REC-05861,PRESS-01,L53040,2026-09-02 04:00:00,301.3,310.9,1566,33.1,82,0,No Failure
REC-05862,PRESS-01,L53041,2026-09-02 05:00:00,301.3,311.0,1554,47.7,84,0,No Failure
REC-05863,PRESS-01,L53042,2026-09-02 06:00:00,301.4,311.0,1470,40.6,86,0,No Failure
REC-05864,CONV-02,M20723,2026-09-02 07:00:00,301.4,311.1,1758,25.4,88,0,No Failure
REC-05865,CONV-01,M20724,2026-09-02 08:00:00,301.4,311.0,1486,36.5,91,0,No Failure
REC-05866,CONV-02,M20725,2026-09-02 09:00:00,301.5,311.1,1402,40.0,94,0,No Failure
REC-05867,PRESS-01,L53046,2026-09-02 10:00:00,301.5,311.1,1459,45.1,97,0,No Failure
REC-05868,PRESS-01,L53047,2026-09-02 11:00:00,301.5,311.0,1494,45.3,99,0,No Failure
REC-05869,PRESS-01,L53048,2026-09-02 12:00:00,301.5,311.1,1731,27.9,101,0,No Failure
REC-05870,PRESS-01,L53049,2026-09-02 13:00:00,301.5,311.1,2076,18.7,103,0,No Failure
REC-05871,PRESS-01,L53050,2026-09-02 14:00:00,301.5,311.1,2055,16.8,105,0,No Failure
REC-05872,PRESS-01,L53051,2026-09-02 15:00:00,301.5,311.1,1469,49.5,107,0,No Failure
REC-05873,CONV-01,M20732,2026-09-02 16:00:00,301.5,311.0,1504,42.6,109,0,No Failure
REC-05874,CONV-02,M20733,2026-09-02 17:00:00,301.5,311.1,1396,43.5,112,0,No Failure
REC-05875,CONV-01,M20734,2026-09-02 18:00:00,301.5,311.1,1660,33.8,115,0,No Failure
REC-05876,CONV-02,M20735,2026-09-02 19:00:00,301.5,311.0,1577,39.7,118,0,No Failure
REC-05877,PRESS-01,L53056,2026-09-02 20:00:00,301.5,311.1,1426,52.1,121,0,No Failure
REC-05878,PRESS-01,L53057,2026-09-02 21:00:00,301.5,311.1,1458,41.4,123,0,No Failure
REC-05879,PRESS-01,L53058,2026-09-02 22:00:00,301.4,311.0,1533,45.8,125,0,No Failure
REC-05880,PRESS-01,L53059,2026-09-02 23:00:00,301.4,311.0,1701,28.4,127,0,No Failure
REC-05881,PRESS-01,L53060,2026-09-03 00:00:00,301.5,311.1,1434,49.6,129,0,No Failure
REC-05882,PRESS-01,L53061,2026-09-03 01:00:00,301.4,311.1,1952,22.7,131,0,No Failure
REC-05883,PRESS-01,L53062,2026-09-03 02:00:00,301.4,311.1,1469,36.9,133,0,No Failure
REC-05884,PRESS-01,L53063,2026-09-03 03:00:00,301.4,311.1,1800,26.0,135,0,No Failure
REC-05885,CONV-01,M20744,2026-09-03 04:00:00,301.3,311.1,1438,43.0,137,0,No Failure
REC-05886,PRESS-01,L53065,2026-09-03 05:00:00,301.3,311.1,1647,28.2,140,0,No Failure
REC-05887,PRESS-01,L53066,2026-09-03 06:00:00,301.4,311.1,1494,41.9,142,0,No Failure
REC-05888,CNC-01,H35301,2026-09-03 07:00:00,301.4,311.1,1445,41.4,144,0,No Failure
REC-05889,CONV-02,M20748,2026-09-03 08:00:00,301.5,311.1,1507,38.6,149,0,No Failure
REC-05890,CONV-01,M20749,2026-09-03 09:00:00,301.4,311.0,1234,55.8,152,0,No Failure
REC-05891,PRESS-01,L53070,2026-09-03 10:00:00,301.4,311.0,1634,32.6,155,0,No Failure
REC-05892,PRESS-01,L53071,2026-09-03 11:00:00,301.4,311.0,1334,53.3,157,0,No Failure
REC-05893,PRESS-01,L53072,2026-09-03 12:00:00,301.4,311.1,1472,44.5,159,0,No Failure
REC-05894,CONV-02,M20753,2026-09-03 13:00:00,301.3,311.0,1410,52.7,161,0,No Failure
REC-05895,PRESS-01,L53074,2026-09-03 14:00:00,301.2,310.9,1597,37.9,164,0,No Failure
REC-05896,CONV-01,M20755,2026-09-03 15:00:00,301.2,310.9,1460,46.7,166,0,No Failure
REC-05897,PRESS-01,L53076,2026-09-03 16:00:00,301.1,310.8,1274,55.7,169,0,No Failure
REC-05898,CONV-02,M20757,2026-09-03 17:00:00,301.0,310.7,1517,40.2,171,0,No Failure
REC-05899,PRESS-01,L53078,2026-09-03 18:00:00,301.0,310.7,1300,57.2,174,0,No Failure
REC-05900,CNC-02,H35313,2026-09-03 19:00:00,300.9,310.6,1686,27.7,176,0,No Failure
REC-05901,CONV-01,M20760,2026-09-03 20:00:00,300.9,310.7,1485,41.0,181,0,No Failure
REC-05902,PRESS-01,L53081,2026-09-03 21:00:00,301.0,310.7,1464,45.8,184,0,No Failure
REC-05903,PRESS-01,L53082,2026-09-03 22:00:00,300.9,310.6,1598,35.4,186,0,No Failure
REC-05904,PRESS-01,L53083,2026-09-03 23:00:00,300.9,310.5,1894,21.9,188,0,No Failure
REC-05905,CONV-02,M20764,2026-09-04 00:00:00,300.8,310.5,1330,59.0,190,0,No Failure
REC-05906,CNC-03,H35319,2026-09-04 01:00:00,300.8,310.5,1582,31.1,193,0,No Failure
REC-05907,PRESS-01,L53086,2026-09-04 02:00:00,300.7,310.3,1533,35.6,198,0,No Failure
REC-05908,CNC-01,H35321,2026-09-04 03:00:00,300.8,310.4,1419,46.4,200,0,No Failure
REC-05909,CONV-01,M20768,2026-09-04 04:00:00,300.8,310.3,1526,36.3,205,0,No Failure
REC-05910,CNC-02,H35323,2026-09-04 05:00:00,300.7,310.2,1364,65.3,208,1,Tool Wear Failure
REC-05911,CONV-02,M20770,2026-09-04 06:00:00,300.8,310.3,1458,43.4,0,0,No Failure
REC-05912,CONV-01,M20771,2026-09-04 07:00:00,300.8,310.4,1288,64.0,3,0,No Failure
REC-05913,CONV-02,M20772,2026-09-04 08:00:00,300.7,310.3,1659,29.8,6,0,No Failure
REC-05914,CNC-03,H35327,2026-09-04 09:00:00,300.7,310.2,1479,52.3,9,0,No Failure
REC-05915,PRESS-01,L53094,2026-09-04 10:00:00,300.7,310.3,1592,36.0,14,0,No Failure
REC-05916,CONV-01,M20775,2026-09-04 11:00:00,300.6,310.2,1532,38.7,16,0,No Failure
REC-05917,PRESS-01,L53096,2026-09-04 12:00:00,300.6,310.2,1555,41.9,19,0,No Failure
REC-05918,PRESS-01,L53097,2026-09-04 13:00:00,300.6,310.2,1341,52.6,21,0,No Failure
REC-05919,PRESS-01,L53098,2026-09-04 14:00:00,300.6,310.1,1541,42.0,23,0,No Failure
REC-05920,PRESS-01,L53099,2026-09-04 15:00:00,300.6,310.3,1414,50.6,25,0,No Failure
REC-05921,PRESS-01,L53100,2026-09-04 16:00:00,300.5,310.2,1764,25.9,27,0,No Failure
REC-05922,PRESS-01,L53101,2026-09-04 17:00:00,300.5,310.3,1336,57.1,29,0,No Failure
REC-05923,PRESS-01,L53102,2026-09-04 18:00:00,300.5,310.3,1435,43.3,31,0,No Failure
REC-05924,CONV-02,M20783,2026-09-04 19:00:00,300.4,310.3,1537,35.0,33,0,No Failure
REC-05925,PRESS-01,L53104,2026-09-04 20:00:00,300.3,310.2,1369,48.8,36,0,No Failure
REC-05926,CONV-01,M20785,2026-09-04 21:00:00,300.2,310.1,1619,31.3,38,0,No Failure
REC-05927,PRESS-01,L53106,2026-09-04 22:00:00,300.2,310.1,1440,51.1,41,0,No Failure
REC-05928,PRESS-01,L53107,2026-09-04 23:00:00,300.2,310.1,1649,30.5,43,0,No Failure
REC-05929,CONV-02,M20788,2026-09-05 00:00:00,300.2,310.1,1550,38.7,45,0,No Failure
REC-05930,PRESS-01,L53109,2026-09-05 01:00:00,300.3,310.2,1471,45.2,48,0,No Failure
REC-05931,PRESS-01,L53110,2026-09-05 02:00:00,300.3,310.3,1483,51.6,50,0,No Failure
REC-05932,PRESS-01,L53111,2026-09-05 03:00:00,300.3,310.4,1336,54.4,52,0,No Failure
REC-05933,PRESS-01,L53112,2026-09-05 04:00:00,300.5,310.5,1515,36.6,54,0,No Failure
REC-05934,PRESS-01,L53113,2026-09-05 05:00:00,300.5,310.5,1373,47.4,56,0,No Failure
REC-05935,CNC-01,H35348,2026-09-05 06:00:00,300.6,310.5,1454,51.2,58,0,No Failure
REC-05936,PRESS-01,L53115,2026-09-05 07:00:00,300.5,310.5,1646,34.5,63,0,No Failure
REC-05937,CONV-01,M20796,2026-09-05 08:00:00,300.5,310.4,1548,37.3,65,0,No Failure
REC-05938,CONV-02,M20797,2026-09-05 09:00:00,300.6,310.5,1462,41.3,68,0,No Failure
REC-05939,PRESS-01,L53118,2026-09-05 10:00:00,300.5,310.4,1702,33.1,71,0,No Failure
REC-05940,PRESS-01,L53119,2026-09-05 11:00:00,300.5,310.5,1409,60.9,73,0,No Failure
REC-05941,CONV-01,M20800,2026-09-05 12:00:00,300.6,310.6,1427,52.8,75,0,No Failure
REC-05942,PRESS-01,L53121,2026-09-05 13:00:00,300.6,310.7,1438,48.5,78,1,Random Failure
REC-05943,PRESS-01,L53122,2026-09-05 14:00:00,300.7,310.7,1450,43.4,80,0,No Failure
REC-05944,PRESS-01,L53123,2026-09-05 15:00:00,300.7,310.7,1541,41.3,82,0,No Failure
REC-05945,CONV-02,M20804,2026-09-05 16:00:00,300.7,310.6,1484,38.0,84,0,No Failure
REC-05946,CONV-01,M20805,2026-09-05 17:00:00,300.8,310.8,1415,44.5,87,0,No Failure
REC-05947,PRESS-01,L53126,2026-09-05 18:00:00,300.7,310.8,1496,46.4,90,0,No Failure
REC-05948,CONV-02,M20807,2026-09-05 19:00:00,300.7,310.8,1465,45.2,92,0,No Failure
REC-05949,PRESS-01,L53128,2026-09-05 20:00:00,300.7,310.8,2113,18.5,95,0,No Failure
REC-05950,CONV-01,M20809,2026-09-05 21:00:00,300.7,310.8,1506,44.0,97,0,No Failure
REC-05951,PRESS-01,L53130,2026-09-05 22:00:00,300.7,310.8,1689,28.9,100,0,No Failure
